Management,Type,Acres,District,Field Office,Name,Lease Status
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1034.72215504,Idaho Falls,Salmon,Sevenmile Creek,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),202.395741788,Idaho Falls,Salmon,Trail Creek RNA,OPEN
Bureau of Land Management,Wilderness Study Area,7667.27820295,N/A,Dillon,,
Bureau of Land Management,Wilderness Study Area,9325.68478280,N/A,Dillon,,
Bureau of Land Management,Wilderness Study Area,19515.5798884,N/A,Dillon,,
Bureau of Land Management,Wilderness Study Area,20835.5001564,Idaho Falls,Challis,,
Bureau of Land Management,Wilderness Study Area,45791.2945234,Idaho Falls,Challis,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),10.6559695742,Idaho Falls,Salmon,Cronk's Canyon,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),4039.84135122,Idaho Falls,Upper Snake,Donkey Hills,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),631.775734981,N/A,Missoula,Squaw Rock,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),17.1104993673,N/A,Missoula,Rattler Gulch Limestone Cliffs,UNKNOWN
Bureau of Land Management,Wilderness Study Area,49609.6515707,Idaho Falls,Challis,,
Bureau of Land Management,Wilderness Study Area,15896.1439257,Idaho Falls,Upper Snake,,
Bureau of Land Management,National Conservation Area,73154.3692617,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,203.286716330,N/A,Bishop,,
Bureau of Land Management,Wilderness Area,8763.87575960,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,44899.3353516,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,17819.2284832,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,12905.8324523,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,84954.2316116,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,16215.7763025,N/A,Bishop,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),6016.86076105,N/A,Bishop,Bodie Bowl,UNKNOWN
Bureau of Land Management,National Conservation Area,53.2417784804,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,1.27619621032,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,3.95115677772,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,1.17866327845,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,1.04116360462,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,4.76655541572,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,26166.9958690,N/A,Dillon,,
Bureau of Land Management,National Conservation Area,1200.00354291,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,2.01858904561,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,97.0151821826,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,206.607568690,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,11200.8195426,N/A,Butte,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),2114.78479794,Idaho Falls,Challis,Dry Gulch RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),219.839103440,Idaho Falls,Challis,Birch Creek,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),163.223717808,Idaho Falls,Challis,Thousand Springs,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),43.8010301757,Idaho Falls,Challis,Thousand Springs,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),77.6167561588,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),45.8324245880,Idaho Falls,Challis,Thousand Springs,UNKNOWN
Bureau of Land Management,National Conservation Area,21.7112988958,N/A,Battle Mountain,,
Bureau of Land Management,National Conservation Area,1.43441775124,California Desert,Ridgecrest,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),8423.35232303,Idaho Falls,Challis,Birch Creek,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),170.137064131,Idaho Falls,Challis,Thousand Springs,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),33.7182737047,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),349.636011504,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),39.5649952504,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),102.428785412,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),73.8879843015,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),7829.51467959,Idaho Falls,Challis,Malm Gulch/Germer Basin ACEC,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),588.649338730,Idaho Falls,Challis,Antelope Flat RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),459.037884185,Idaho Falls,Challis,Peck's Canyon RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),33.4788270252,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),25689.9479836,Idaho Falls,Challis,Donkey Hills,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),84.0330713014,Idaho Falls,Challis,Sand Hollow RNA,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),79.9926242905,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),97.4524266160,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,National Conservation Area,3.64950079045,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,465.400143319,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,1.91489925433,N/A,Bishop,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3250.83426225,Idaho Falls,Challis,Sand Hollow RNA,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),80.1488416372,Idaho Falls,Upper Snake,Henrys Lake,OPEN
Bureau of Land Management,National Conservation Area,48.8227649457,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,41.7187098043,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,11.4342263133,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,1.28705076243,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,6.39397782992,N/A,Battle Mountain,,
Bureau of Land Management,National Conservation Area,8193.42678309,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,45.4156748559,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,42.8025503493,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,56.8760258373,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,33.3414444116,N/A,Battle Mountain,,
Bureau of Land Management,National Conservation Area,1.05487984104,N/A,Battle Mountain,,
Bureau of Land Management,National Conservation Area,98.8192506532,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,10.5235453034,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,52.8787703159,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,30.8431172821,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,447.963424457,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,6.23991759226,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,1.84154907071,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,486.344930773,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,4.20851739687,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,5.06030744877,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,202.448798735,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,3.83334972474,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,3.95460726831,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,80.0324686780,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,4.92825160264,N/A,Battle Mountain,,
Bureau of Land Management,National Conservation Area,47.5507102656,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,2.79745410469,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,2.65428951525,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,55.2035468889,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,3.00963874439,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,4.22650173845,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,41.3015607615,California Desert,Ridgecrest,,
Bureau of Land Management,Historic/Scenic Trail,2708.44558200,,Bishop,,
Bureau of Land Management,Wilderness Area,4.09732887421,N/A,Bishop,,
Bureau of Land Management,Wilderness Area,15.7172955804,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,17.7328434749,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,14.7824398905,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,455.753252467,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,1.97530431728,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,3.34204740881,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,18569.9724148,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,25.3739069802,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,35.5534675764,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,18142.3730265,California Desert,Ridgecrest,,
Bureau of Land Management,National Conservation Area,44450.0542502,California Desert,Ridgecrest,,
Bureau of Land Management,Historic/Scenic Trail,31.8143581670,,Folsom,,
Bureau of Land Management,Historic/Scenic Trail,166239.505768,,Carson City,,
Bureau of Land Management,Wilderness Area,18572.2655182,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,784.797968271,N/A,Bishop,,
Bureau of Land Management,Wilderness Area,13.9425462036,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,8992.64206384,N/A,Bishop,,
Bureau of Land Management,Wilderness Area,62462.7610704,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Area,36611.6158870,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,135.693368532,California Desert,Barstow,,
Bureau of Land Management,National Conservation Area,18.2237808466,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,141.378161147,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,1873.13993426,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,5475.05700144,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,2467.37747626,Carson City,Carson City,,
Bureau of Land Management,Wilderness Study Area,3593.02038281,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,9304.31189366,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,12389.4292276,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,6438.20405357,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,16.6967803676,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,70.1889114606,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,492.522853594,Carson City,Carson City,,
Bureau of Land Management,Wilderness Study Area,23.3555711166,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,83.1068465838,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,7611.30930452,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,2.88482130467,N/A,Bishop,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),4196.84375550,N/A,Bishop,Slinkard Valley,UNKNOWN
Bureau of Land Management,National Conservation Area,5.59392523323,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,7042.37350468,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,1.94681669098,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,999.032262149,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,700.080968686,N/A,Bishop,,
Bureau of Land Management,National Conservation Area,18.5203132820,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,2042.97199444,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,4629.75924400,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,2736.89614602,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,3.38804379190,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,7.36061228109,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,34642.9352954,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,5313.97437839,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,42.5197028927,N/A,Folsom,,
Bureau of Land Management,Wilderness Study Area,5.73261939238,N/A,Folsom,,
Bureau of Land Management,Wilderness Study Area,9.41282511768,N/A,Carson City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),6014.46712265,N/A,Bishop,Slinkard Valley,UNKNOWN
Bureau of Land Management,Wilderness Study Area,69492.6864185,N/A,Battle Mountain,,
Bureau of Land Management,Wilderness Study Area,105.018478005,N/A,Carson City,,
Bureau of Land Management,Wilderness Study Area,10.8789800238,N/A,Carson City,,
Bureau of Land Management,Wilderness Study Area,88710.0335291,N/A,Carson City,,
Bureau of Land Management,Wilderness Study Area,43616.5911820,N/A,Carson City,,
Bureau of Land Management,Wilderness Study Area,12711.8459617,N/A,Carson City,,
Bureau of Land Management,Wilderness Study Area,23579.8409229,N/A,Bishop,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),756.820301840,California Desert,Ridgecrest,White Mountain City,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),148.606292109,N/A,Bishop,Travertine Hot Springs,UNKNOWN
Bureau of Land Management,National Conservation Area,5.11116076379,California Desert,Ridgecrest,,
Bureau of Land Management,Wilderness Study Area,12094.5249298,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,53999.6865244,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,19740.4657382,N/A,Bishop,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),244.344101230,California Desert,Ridgecrest,Cerro Gordo,UNKNOWN
Bureau of Land Management,Wilderness Study Area,14668.2015509,N/A,Bishop,,
Bureau of Land Management,Wilderness Study Area,80528.7987343,N/A,Carson City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1.03749835064,California Desert,Ridgecrest,Cerro Gordo,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1363.93855855,California Desert,Ridgecrest,Saline Valley,UNKNOWN
Bureau of Land Management,National Conservation Area,78.8118427850,California Desert,Ridgecrest,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),9.32170972537,N/A,Bishop,Bodie Bowl,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),63.2984992633,N/A,Bishop,Bodie Bowl,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.94131764699,N/A,Bishop,Bodie Bowl,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),68.4469878867,N/A,Bishop,White Mountain City,UNKNOWN
